Kode,Saham Beredar
JECC,151200000
KBLM,1120000000
SCCO,205583400
IKBI,306000000
VOKS,831120519
PTSN,1771448000
ARTI,196000000
ADES,589896800
AQUA,13162473
CEKA,297500000
DAVO,12403711320
DLTA,16013181
INDF,9444189000
MYOR,766584000
MLBI,21070000
PSDN,1440000000
SKBM,1216274133
SKLT,690740500
STTP,1310000000
SUBA,303626000
AISA,1045000000
ULTJ,2888382000
BATI,66000000
RMBA,6733125000
GGRM,1924088000
HMSP,4383000000
SQBB,9268000
SQBI,972000
DVLA,560000000
INAF,3099267500
KLBF,10156014422
KAEF,5554000000
MERK,22400000
PYFA,535080000
SCPI,3600000
TSPC,4500000000
TCID,180960000
MRAT,428000000
PROD,1500000
UNVR,7630000000
KICI,138000000
KDSI,405000000
LMPI,1008517669
ASRI,17128810000
ELTY,19621889800
BIPP,1638218259
BMSR,336000000
BKDP,6000000000
CKRA,176400000
CTRA,6540596675
CTRP,6150000000
CTRS,1978864834
COWL,750000000
SCBD,3322092000
KARK,480111500
DILD,3109756083
DART,2861390962
DUTI,1387500000
FMII,1600000000
GMTD,101538000
OMRE,1745000000
JAKA,520000000
JRPT,2750000000
KIJA,13780872551
KPIG,167899500
LCGP,703750000
LAMI,1148418000
LPCK,696000000
LPKR,17302151695
MDLN,2466845688
PTRA,5888867668
PWON,7717885000
PWSI,82500000
GPRA,3207489870
RBMS,326722500
RODA,591000000
BKSL,9509500000
SMRA,3213101173
SIIP,1051741063
SMDM,2345564615
ADHI,1801320000
DGIK,5541165000
JKON,2935533575
SSIA,948639000
TOTL,2750000000
TRUB,13978021380
WIKA,5846154000
PGAS,4539885805
CMNP,2000000000
JSMR,6800000000
BTEL,18953676867
EXCL,7090000000
ISAT,5433933500
IATG,899973500
FREN,20235872427
TLKM,20159999280
APOL,2998604000
BLTA,4159010436
CMPP,54000000
HITS,4500000000
IATA,2149605000
MIRA,1368000000
WEHA,428000000
TMAS,1141030000
RIGS,609130000
SMDR,163756000
SAFE,391799407
ZBRA,655666202
BUKK,140612000
DEWA,15223750000
PTRO,102600000
AGRO,2325570000
INPC,5821250493
BBKP,5656086993
BNBA,2286900000
BABP,4950000000
BACA,1495773386
BBCA,12209745560
BCIC,28066648274
BDMN,4982478180
BEKS,805445000
SDRA,1485000000
BNII,48161976731
BKSW,497219000
BMRI,20602715174
MAYA,2550762000
MEGA,1609188756
BBNI,15121201105
BNGA,12241252704
NISP,5756428601
BBNP,313384500
PNBN,19954626884
BNLI,7665694664
BBRI,12199082450
BSWD,306900000
BBIA,6586823004
BVIC,2311647148
MCOR,1711952718
LPBN,3876575709
ADMF,1000000000
BFIN,760339281
BBLD,1398183491
CFIN,2603299968
DEFI,67600000
DKFT,65000000
INCF,48000000
MFIN,1325000000
TRUS,400000000
WOMF,2000000000
AKSI,720000000
HADE,530000000
KREN,584000000
UNIT,75422200
OCAP,273200000
PEGE,550859000
PANS,360000000
RELI,900000000
TRIM,3655000000
YULE,255000000
ABDA,275914080
ASBI,174193236
ASDM,192000000
AHAP,310000000
ASJT,300000000
AMAG,1218742000
ASRM,56999982
LPGI,150000000
MREI,315466666
PNIN,4068255171
PNLF,24031011185
ARTA,446464000
BCAP,1250175000
BHIT,7236259371
MTFN,728744426
GSMF,5226336198
LPPS,2218500000
LPPF,1326326400
APIC,140023750
SMMA,4682292819
TMPI,1877002550
AIMS,110000000
AKRA,3120000000
ASIA,1445508580
EPMT,2280000000
FISH,480000000
HEXA,840000000
INTD,30177600
INTA,432005844
LTLS,780000000
SDPC,728000000
MDRN,639817902
MICE,600000000
META,10128571429
OKAS,185000000
KONI,76000000
SING,7971707
SUGI,404537500
TGKA,918492750
TIRA,58800000
TURI,1395000000
UNTR,2851609100
WAPO,520000000
WICO,1268950977
ACES,1715000000
ALFA,468000000
CSAP,2895037800
MACO,670149000
HERO,329420000
MPPA,4711922000
MTSM,58212000
MAPI,1660000000
RALS,7064000000
RIMO,340000000
SONA,331200000
TKGA,52000000
ANTA,570000000
BAYU,353220780
SMMT,80000000
FAST,446250000
GMCW,58839958
SHID,652800000
INPP,1594000000
ICON,125000000
JSPT,2318736000
JIHD,1930039200
MAMI,1216792073
MAMIP,6000000
PANR,400000000
PSAB,30000000
PGLI,488000000
PJAA,1599999996
PTSP,220808000
PLIN,3550000000
PNSE,129725771
PUDP,280000000
PSKT,82000000
ABBA,1152000000
KBLV,815974000
FORU,465224000
IDKM,2025613651
JTPE,353936000
MNCN,13750000000
SCMA,1893750000
TMPO,725000000
ASGR,1348780500
CENT,575112500
DNET,184000000
INDX,122665000
ITTG,394000000
LMAS,787851525
MTDL,2041925923
MLPL,6785159000
MYOH,1681000000
ALKA,101533011
BNBR,26970278400
BMTR,13745734550
PLAS,1184200000
GEMA,320000000
JASS,442144722
LPLI,450166463
MITI,2566456000
POOL,50000000
RUIS,770000000
RAJA,679513750
