Index,Listed Stocks,Industry,Sub-Industry,Assets,Liabilities,Equity,Operating Profit,BV,DER,Year
UNTX,,,,151,252,-102,-9.61,-12609.11,-2.48,2007
BIMA,,,,97,290,-193,1.77,-2239.94,-1.50,2007
BATA,,,,332,124,208,61.69,15976.89,0.60,2007
SIMM,,,,118,77,39,-0.30,39.13,1.97,2007
KBLI,,,,499,317,183,52.07,45.55,1.74,2007
JECC,,,,470,383,87,51.10,577.15,4.39,2007
KBLM,,,,433,210,218,13.53,194.24,0.97,2007
SCCO,,,,1294,938,351,84.92,1707.12,2.67,2007
IKBI,,,,589,149,440,115.73,1438.07,0.34,2007
VOKS,,,,805,496,309,95.09,371.57,1.61,2007
PTSN,,,,800,277,522,45.80,294.88,0.53,2007
ARTI,,,,80,36,44,-8.64,224.01,0.83,2007
ADES,,,,179,112,67,-123.03,113.76,1.66,2007
AQUA,,,,892,378,507,89.27,38539.08,0.74,2007
CEKA,,,,614,395,219,42.72,736.26,1.80,2007
DAVO,,,,3869,2684,1184,539.37,95.49,2.27,2007
DLTA,,,,592,132,458,60.61,28628.44,0.29,2007
INDF,,,,29527,18679,7127,2894.43,754.60,2.62,2007
MYOR,,,,1893,786,1082,238.71,1411.19,0.73,2007
MLBI,,,,622,424,198,133.15,9384.10,2.14,2007
PSDN,,,,292,178,84,27.79,58.01,2.14,2007
SKBM,,,,185,185,-23,-4.61,-19.05,-7.99,2007
SKLT,,,,183,86,96,-1.13,139.55,0.90,2007
STTP,,,,517,159,359,27.15,273.76,0.44,2007
SUBA,,,,755,938,-183,-49.99,-602.55,-5.13,2007
AISA,,,,516,405,111,55.90,106.17,3.65,2007
ULTJ,,,,1363,530,831,73.74,287.76,0.64,2007
BATI,,,,676,340,336,-31.13,5093.33,1.01,2007
RMBA,,,,3859,2318,1542,343.32,228.95,1.50,2007
GGRM,,,,23929,9789,14120,2528.68,7338.44,0.69,2007
HMSP,,,,15681,7614,8064,5577.28,1839.73,0.94,2007
SQBB,,,,227,69,159,80.37,17123.62,0.43,2007
SQBI,,,,227,69,159,80.37,163273.32,0.43,2007
DVLA,,,,561,99,462,67.66,825.41,0.21,2007
INAF,,,,1009,718,292,44.71,94.07,2.46,2007
KLBF,,,,5138,1122,3387,1129.35,333.48,0.33,2007
KAEF,,,,1387,479,908,77.50,163.49,0.53,2007
MERK,,,,331,51,280,123.85,12509.99,0.18,2007
PYFA,,,,95,28,67,4.16,125.11,0.42,2007
SCPI,,,,129,127,2,17.81,499.69,70.47,2007
TSPC,,,,2773,558,2116,320.56,470.14,0.26,2007
TCID,,,,725,52,674,151.59,3722.59,0.08,2007
MRAT,,,,316,36,280,18.44,653.18,0.13,2007
PROD,,,,253,66,187,48.78,124404.15,0.35,2007
UNVR,,,,5333,2639,2692,2777.36,352.84,0.98,2007
KICI,,,,80,17,63,-10.09,455.35,0.28,2007
KDSI,,,,542,320,222,33.36,549.19,1.44,2007
LMPI,,,,532,141,390,13.98,387.04,0.36,2007
ASRI,,,,2966,1263,1696,31.46,99.02,0.74,2007
ELTY,,,,5708,1508,4133,170.51,210.62,0.36,2007
BAPA,,,,58,22,36,1.47,0.00,0.59,2007
BIPP,,,,275,110,165,3.53,100.53,0.67,2007
BMSR,,,,188,1,174,4.29,516.75,0.01,2007
BKDP,,,,731,95,636,-0.76,106.01,0.15,2007
CKRA,,,,59,11,48,-0.40,270.64,0.23,2007
CTRA,,,,7484,1277,3787,325.21,579.07,0.34,2007
CTRP,,,,3534,376,3050,103.32,495.97,0.12,2007
CTRS,,,,1921,518,1257,202.80,635.22,0.41,2007
COWL,,,,226,113,113,12.91,150.77,1.00,2007
SCBD,,,,3731,1820,1384,-50.12,416.50,1.32,2007
KARK,,,,150,97,53,4.54,110.43,1.82,2007
DILD,,,,2016,890,1114,26.17,358.33,0.80,2007
DART,,,,2513,2014,499,172.46,174.30,4.04,2007
DUTI,,,,4513,2342,1712,149.88,1233.62,1.37,2007
FMII,,,,313,104,165,11.42,103.12,0.63,2007
GMTD,,,,279,192,87,11.06,853.35,2.21,2007
OMRE,,,,727,462,257,32.32,147.29,1.80,2007
JAKA,,,,171,27,144,0.57,276.04,0.19,2007
JRPT,,,,1907,718,1136,150.38,412.93,0.63,2007
KIJA,,,,2506,847,1653,67.36,119.91,0.51,2007
KPIG,,,,901,698,203,-0.80,1210.29,3.43,2007
LCGP,,,,88,10,78,1.20,110.71,0.13,2007
LAMI,,,,635,466,166,13.58,144.42,2.81,2007
LPCK,,,,1284,826,459,40.61,658.92,1.80,2007
LPKR,,,,10533,5999,4206,461.12,243.09,1.43,2007
MDLN,,,,1752,1009,744,35.47,301.59,1.36,2007
PTRA,,,,539,337,202,-75.72,34.31,1.67,2007
PWON,,,,3115,2019,1013,189.33,131.30,1.99,2007
PWSI,,,,296,596,-300,-0.66,-3636.45,-1.99,2007
GPRA,,,,1292,759,522,80.33,162.70,1.45,2007
RBMS,,,,221,31,152,-0.05,466.44,0.20,2007
RODA,,,,74,3,70,-0.57,119.10,0.05,2007
BKSL,,,,2525,272,2253,92.84,236.94,0.12,2007
SMRA,,,,3029,1518,1505,270.77,468.48,1.01,2007
SIIP,,,,1571,833,730,129.62,694.29,1.14,2007
SMDM,,,,2022,1318,208,-11.76,88.85,6.32,2007
ADHI,,,,4333,3788,531,291.09,294.91,7.13,2007
DGIK,,,,1211,386,824,104.88,148.73,0.47,2007
JKON,,,,1164,653,504,144.82,171.80,1.29,2007
SSIA,,,,1541,919,606,49.39,639.31,1.51,2007
TOTL,,,,1306,854,452,45.17,164.24,1.89,2007
TRUB,,,,4991,3222,1676,177.95,119.92,1.92,2007
WIKA,,,,4133,2777,1291,240.61,220.87,2.15,2007
PGAS,,,,20348,13312,6308,3081.69,1389.46,2.11,2007
CMNP,,,,2720,1295,1361,214.98,680.49,0.95,2007
JSMR,,,,13847,7633,5975,1015.95,878.72,1.28,2007
BTEL,,,,4664,2789,1875,318.29,98.94,1.49,2007
EXCL,,,,18827,14362,4465,1759.78,629.73,3.22,2007
ISAT,,,,45305,28463,16545,4519.60,3044.71,1.72,2007
IATG,,,,383,134,248,33.42,276.10,0.54,2007
FREN,,,,4537,2741,1796,167.54,88.76,1.53,2007
TLKM,,,,82059,39005,33749,26472.71,1674.04,1.16,2007
APOL,,,,4930,3418,1496,428.54,498.85,2.28,2007
BLTA,,,,20669,17353,3316,898.07,797.20,5.23,2007
CMPP,,,,115,60,46,-1.05,848.52,1.30,2007
HITS,,,,2048,658,1360,199.99,302.27,0.48,2007
IATA,,,,544,297,248,15.08,115.14,1.20,2007
MIRA,,,,1127,588,538,13.01,393.36,1.09,2007
WEHA,,,,102,37,64,9.33,148.96,0.58,2007
TMAS,,,,996,649,347,89.63,303.98,1.87,2007
RIGS,,,,950,339,611,56.32,1003.71,0.55,2007
SMDR,,,,3972,1598,1684,280.12,10284.17,0.95,2007
SAFE,,,,209,288,-79,-6.93,-201.31,-3.65,2007
ZBRA,,,,93,41,52,-11.34,79.31,0.79,2007
BUKK,,,,602,1535,-933,40.70,-6637.37,-1.65,2007
DEWA,,,,5266,2884,2380,431.64,156.36,1.21,2007
PTRO,,,,1400,680,720,118.89,7014.77,0.95,2007
AGRO,,,,2984,2738,246,12.18,104.72,11.13,2007
INPC,,,,11283,10651,632,30.46,107.44,16.86,2007
BBKP,,,,34446,32476,1965,528.12,343.90,16.53,2007
BNBA,,,,1950,1579,371,29.09,160.55,4.26,2007
BABP,,,,6346,5810,537,34.40,107.34,10.82,2007
BACA,,,,1203,1023,181,17.55,119.75,5.65,2007
BBCA,,,,218005,197563,20442,6331.26,1657.47,9.66,2007
BCIC,,,,14510,13349,1161,91.61,40.94,11.50,2007
BDMN,,,,89410,78239,10833,3603.76,2152.57,7.22,2007
BAEK,,,,15642,14521,1121,279.56,0.00,12.96,2007
BEKS,,,,1350,1234,116,-26.08,142.81,10.62,2007
SDRA,,,,1463,1283,180,46.14,119.87,7.14,2007
BNII,,,,55148,49629,5343,319.89,109.83,9.29,2007
BKSW,,,,2184,2052,132,11.96,263.47,15.51,2007
BMRI,,,,319086,289836,29244,6212.92,1405.22,9.91,2007
MAYA,,,,4475,3533,942,58.71,365.47,3.75,2007
MEGA,,,,34908,31969,2939,746.12,1808.21,10.88,2007
BBNI,,,,183342,166094,17220,1267.65,1127.38,9.65,2007
BNGA,,,,54886,49679,5203,992.41,420.82,9.55,2007
NISP,,,,28969,25600,3369,349.35,579.34,7.60,2007
BBNP,,,,3773,3461,312,46.38,984.56,11.11,2007
PNBN,,,,53471,45151,7500,1358.40,372.10,6.02,2007
BNLI,,,,39298,35336,3903,780.68,504.02,9.05,2007
BBRI,,,,203735,184297,19438,7556.00,1577.43,9.48,2007
BSWD,,,,1168,1043,125,11.27,402.11,8.37,2007
BBIA,,,,18260,14702,3558,603.23,534.72,4.13,2007
BVIC,,,,5269,4865,404,58.03,172.83,12.06,2007
MCOR,,,,1403,1187,216,36.00,124.72,5.50,2007
LPBN,,,,38962,35033,3878,1117.05,990.49,9.03,2007
ADMF,,,,3302,2077,1225,800.82,1224.61,1.70,2007
BFIN,,,,2524,1321,1203,278.60,1582.57,1.10,2007
BBLD,,,,1419,619,799,111.83,571.62,0.77,2007
CFIN,,,,1674,613,1062,94.25,407.90,0.58,2007
DEFI,,,,47,5,42,-0.98,620.67,0.11,2007
DKFT,,,,36,32,4,-6.33,63.51,7.70,2007
INCF,,,,42,30,12,-2.04,246.64,2.56,2007
MFIN,,,,1513,1202,311,111.62,234.51,3.87,2007
TRUS,,,,180,86,93,14.56,233.03,0.93,2007
WOMF,,,,4813,4461,352,-345.54,175.97,12.67,2007
AKSI,,,,388,318,70,3.44,97.22,4.55,2007
HADE,,,,7942,7846,96,39.05,180.86,81.86,2007
KREN,,,,709,594,115,22.33,196.92,5.17,2007
UNIT,,,,289,57,124,8.48,1642.20,0.46,2007
OCAP,,,,81,40,40,2.18,147.13,1.01,2007
PEGE,,,,373,292,81,17.14,147.65,3.59,2007
PANS,,,,1298,1012,285,171.18,792.21,3.55,2007
RELI,,,,556,370,185,55.42,205.31,2.00,2007
TRIM,,,,1677,1235,442,154.08,121.04,2.79,2007
YULE,,,,68,13,56,1.04,218.34,0.23,2007
ABDA,,,,271,166,105,18.97,379.65,1.59,2007
ASBI,,,,182,108,74,-23.33,422.26,1.47,2007
ASDM,,,,237,132,105,-2.23,546.56,1.26,2007
AHAP,,,,50,21,29,0.06,93.29,0.71,2007
ASJT,,,,155,67,88,-8.83,293.74,0.76,2007
AMAG,,,,365,169,196,18.28,161.09,0.86,2007
ASRM,,,,245,143,102,17.08,1786.22,1.40,2007
LPGI,,,,660,120,539,15.32,3595.24,0.22,2007
MREI,,,,196,98,98,10.99,310.98,1.00,2007
PNIN,,,,7347,2591,2600,552.41,639.12,1.00,2007
PNLF,,,,6557,2351,4206,458.97,175.02,0.56,2007
ARTA,,,,260,138,123,5.93,274.88,1.12,2007
BCAP,,,,997,641,357,160.63,285.19,1.80,2007
BHIT,,,,19742,8966,6005,1114.13,829.86,1.49,2007
MTFN,,,,144,125,17,0.14,23.35,7.34,2007
GSMF,,,,1301,810,432,22.52,82.58,1.88,2007
LPPS,,,,373,153,220,19.93,99.12,0.70,2007
LPPF,,,,61,21,40,6.61,30.23,0.51,2007
APIC,,,,154,26,96,24.19,687.49,0.27,2007
SMMA,,,,14131,11665,2376,586.05,507.41,4.91,2007
TMPI,,,,704,328,362,-4.86,192.90,0.91,2007
AIMS,,,,38,20,19,0.71,170.83,1.05,2007
AKRA,,,,3498,2000,1278,393.29,409.49,1.57,2007
ASIA,,,,70,117,-48,-1.47,-32.92,-2.47,2007
EPMT,,,,2094,967,1127,307.18,494.36,0.86,2007
FISH,,,,532,434,98,35.72,203.74,4.44,2007
HEXA,,,,1384,1003,381,136.62,453.32,2.63,2007
INTD,,,,24,58,-34,0.83,-1111.15,-1.72,2007
INTA,,,,864,544,320,40.81,740.94,1.70,2007
LTLS,,,,2135,1444,596,188.33,764.28,2.42,2007
SDPC,,,,232,162,70,20.00,96.48,2.30,2007
MDRN,,,,910,595,315,20.95,492.98,1.89,2007
MICE,,,,249,31,197,45.33,328.30,0.16,2007
META,,,,650,255,353,29.16,34.86,0.72,2007
OKAS,,,,25,2,23,0.01,124.68,0.10,2007
KONI,,,,63,44,19,2.32,255.47,2.24,2007
SING,,,,7,0,7,-1.28,817.50,0.07,2007
SUGI,,,,56,14,42,6.78,103.79,0.33,2007
TGKA,,,,1349,1048,294,81.97,320.15,3.57,2007
TIRA,,,,239,161,75,18.21,1276.71,2.14,2007
TRIL,,,,142,26,116,30.33,0.00,0.23,2007
TURI,,,,3345,2489,856,189.37,613.82,2.91,2007
UNTR,,,,13003,7216,5733,2397.19,2010.56,1.26,2007
WAPO,,,,200,117,82,13.78,158.35,1.42,2007
WICO,,,,243,153,90,-16.92,70.63,1.71,2007
ACES,,,,704,118,587,96.87,342.20,0.20,2007
ALFA,,,,688,315,373,-18.52,797.65,0.84,2007
CSAP,,,,1078,668,381,69.63,131.64,1.75,2007
MACO,,,,290,287,3,-16.39,5.00,85.60,2007
HERO,,,,1753,1109,644,79.42,1956.21,1.72,2007
MPPA,,,,8403,5099,3245,408.01,688.71,1.57,2007
MTSM,,,,99,22,77,1.81,1317.75,0.29,2007
MAPI,,,,2960,1734,1226,257.18,738.41,1.41,2007
RALS,,,,2918,764,2154,367.52,304.92,0.35,2007
RIMO,,,,63,50,14,1.08,39.96,3.65,2007
SONA,,,,469,324,145,43.38,438.54,2.23,2007
TKGA,,,,89,86,3,4.63,58.17,28.51,2007
ANTA,,,,335,238,96,12.45,168.30,2.48,2007
BAYU,,,,180,94,85,4.05,241.23,1.11,2007
SMMT,,,,21,27,-6,-1.91,-78.74,-4.31,2007
FAST,,,,629,252,377,134.66,845.62,0.67,2007
GMCW,,,,21,15,6,-0.20,96.66,2.68,2007
SHID,,,,587,318,268,-30.24,411.21,1.18,2007
INPP,,,,114,2,112,-0.86,70.35,0.02,2007
ICON,,,,14,10,5,-0.60,36.69,2.08,2007
JSPT,,,,2719,1418,1033,89.98,445.64,1.37,2007
JIHD,,,,5081,3089,1220,-64.07,631.94,2.53,2007
MAMI,,,,584,27,557,3.62,458.11,0.05,2007
MAMIP,,,,584,27,557,3.62,92903.91,0.05,2007
PANR,,,,403,234,143,24.73,356.53,1.64,2007
PSAB,,,,12,6,6,0.36,195.65,1.07,2007
PGLI,,,,48,11,35,1.99,72.34,0.32,2007
PJAA,,,,1277,463,814,180.96,508.64,0.57,2007
PTSP,,,,74,69,1,4.95,4.86,64.47,2007
PLIN,,,,2965,1258,1644,264.71,463.08,0.77,2007
PNSE,,,,212,123,72,53.81,552.20,1.72,2007
PUDP,,,,255,51,203,16.54,726.47,0.25,2007
PSKT,,,,26,6,20,-1.50,245.50,0.31,2007
ABBA,,,,159,70,84,12.25,72.49,0.84,2007
KBLV,,,,1178,836,342,60.50,419.47,2.44,2007
FORU,,,,190,106,85,9.80,182.16,1.24,2007
IDKM,,,,1271,1009,262,-50.69,129.48,3.85,2007
JTPE,,,,97,37,60,7.24,169.39,0.61,2007
MNCN,,,,6388,2451,3889,840.39,282.86,0.63,2007
SCMA,,,,2552,1314,1238,321.82,653.87,1.06,2007
TMPO,,,,119,52,67,5.59,92.07,0.78,2007
ASGR,,,,625,310,314,95.05,232.86,0.99,2007
CENT,,,,99,5,94,3.30,163.45,0.05,2007
DNET,,,,23,8,15,0.22,79.67,0.56,2007
INDX,,,,1,2,-2,-1.24,-13.89,-1.33,2007
ITTG,,,,29,26,3,-2.11,7.73,8.58,2007
LMAS,,,,215,128,72,0.16,91.84,1.77,2007
MTDL,,,,1162,819,284,110.95,139.22,2.88,2007
MLPL,,,,9783,6333,1751,441.51,257.99,3.62,2007
MYOH,,,,10,7,2,-0.57,1.47,2.85,2007
ALKA,,,,151,128,23,8.77,228.61,5.50,2007
BNBR,,,,14137,7248,4907,862.14,181.96,1.48,2007
BMTR,,,,15571,6430,7000,981.20,509.28,0.92,2007
PLAS,,,,217,49,153,2.18,129.00,0.32,2007
GEMA,,,,329,271,58,27.62,182.31,4.64,2007
JASS,,,,236,136,100,49.13,226.52,1.36,2007
LPLI,,,,965,23,941,-39.21,2090.89,0.02,2007
MITI,,,,124,105,20,1.68,7.66,5.33,2007
POOL,,,,137,8,128,13.45,2566.67,0.07,2007
RUIS,,,,413,232,180,55.91,233.94,1.29,2007
RAJA,,,,78,8,69,1.95,101.67,0.12,2007
AALI,,,,27781,8533,19248,1462.64,10000.47,0.44,2020
ACST,,,,3055,2731,324,-1342.28,50.43,8.43,2020
ADMF,,,,29231,21305,7925,1476.44,7925.28,2.69,2020
ADRO,,,,90012,34273,55739,3133.64,1742.61,0.61,2020
AIMS,,,,21,8,13,-0.84,58.07,0.63,2020
ANTM,,,,31730,12690,19039,1641.18,792.29,0.67,2020
ARNA,,,,1970,665,1305,420.63,177.75,0.51,2020
ARTO,,,,2180,948,1232,-189.57,88.76,0.77,2020
ASGR,,,,2289,726,1563,0.00,1158.66,0.46,2020
ASII,,,,338203,142749,195454,21741.00,4827.99,0.73,2020
AUTO,,,,15180,3909,11271,116.07,2338.47,0.35,2020
BALI,,,,4652,2472,2180,107.29,554.02,1.13,2020
BBCA,,,,1075570,885538,184715,33568.51,7491.97,4.79,2020
BBNI,,,,891337,746236,112872,5112.15,6052.56,6.61,2020
BBRI,,,,1511805,1278346,199911,26724.85,1620.74,6.39,2020
BBTN,,,,361208,321376,19988,2270.86,1887.43,16.08,2020
BBYB,,,,5421,4301,1121,15.83,168.22,3.84,2020
BDMN,,,,200890,157315,43575,2067.08,4458.51,3.61,2020
BFIN,,,,15201,8594,6606,870.00,413.73,1.30,2020
BJBR,,,,140934,122677,12006,2168.03,1220.25,10.22,2020
BMRI,,,,1429334,1151268,193796,23298.04,4152.77,5.94,2020
BNGA,,,,280944,239891,41053,2947.42,1633.52,5.84,2020
BNII,,,,173224,146001,27224,1818.65,357.65,5.36,2020
BNLI,,,,197726,162655,35071,1615.35,1250.64,4.64,2020
BPFI,,,,1473,614,859,53.55,481.92,0.71,2020
BRIS,,,,57716,17475,5444,405.23,132.69,3.21,2020
BTPN,,,,183166,142278,32965,2633.08,4045.98,4.32,2020
BTPS,,,,16435,2633,5879,1124.30,763.11,0.45,2020
CENT,,,,7629,5157,2472,-422.84,79.26,2.09,2020
DAYA,,,,709,588,120,-45.98,49.63,4.90,2020
DSNG,,,,14151,7921,6231,695.30,587.82,1.27,2020
EAST,,,,263,18,245,4.42,59.33,0.07,2020
ELSA,,,,7563,3822,3741,381.01,512.56,1.02,2020
EXCL,,,,67745,48607,19137,146.21,1784.42,2.54,2020
FASW,,,,11513,6930,4583,362.81,1849.56,1.51,2020
FREN,,,,38684,26318,12366,-1597.36,46.97,2.13,2020
GEMS,,,,11477,6549,4929,1793.21,837.89,1.33,2020
GJTL,,,,17782,10927,6855,476.38,1967.16,1.59,2020
HERO,,,,4838,2984,1855,-1027.13,443.32,1.61,2020
INCO,,,,32648,4151,28498,1476.02,2868.02,0.15,2020
INDR,,,,10774,5464,5310,96.27,8115.23,1.03,2020
INTP,,,,27345,5168,22176,2148.33,6024.14,0.23,2020
IRRA,,,,535,293,242,77.43,151.46,1.21,2020
ISAT,,,,62779,49865,12913,-599.54,2376.44,3.86,2020
ITMG,,,,16342,4406,11937,1023.36,10564.35,0.37,2020
JAYA,,,,82,15,67,4.28,177.99,0.23,2020
JPFA,,,,25952,14540,11412,1459.56,973.17,1.27,2020
KMTR,,,,5128,3057,2071,300.51,252.09,1.48,2020
LPPF,,,,6319,5738,581,-934.40,221.28,9.87,2020
LSIP,,,,10923,1636,9286,860.44,1361.06,0.18,2020
MEGA,,,,112203,93995,18208,3715.05,2614.69,5.16,2020
MFMI,,,,341,227,114,20.66,150.66,1.99,2020
MIKA,,,,6372,855,5517,1169.75,387.26,0.16,2020
MITI,,,,28,37,-9,-3.23,-3.68,-4.07,2020
MLBI,,,,2907,1474,1433,396.47,680.31,1.03,2020
MLPT,,,,2418,1536,882,223.32,470.41,1.74,2020
NIKL,,,,1861,1178,682,51.22,270.46,1.73,2020
NISP,,,,206297,176468,29829,2784.86,1300.02,5.92,2020
PANS,,,,2966,1597,1370,113.54,1902.09,1.17,2020
PBID,,,,2421,492,1929,489.22,1028.70,0.26,2020
PPRO,,,,18589,14045,4544,107.53,73.68,3.09,2020
PRDA,,,,2232,444,1788,339.08,1907.52,0.25,2020
PTBA,,,,24057,7118,16939,3231.69,1470.33,0.42,2020
PTPP,,,,53472,39465,14007,755.67,2259.23,2.82,2020
SDRA,,,,38054,30783,7271,692.05,1104.86,4.23,2020
SIDO,,,,3850,628,3222,1199.55,107.39,0.19,2020
SIMP,,,,35395,16905,18490,1017.57,1169.04,0.91,2020
SMCB,,,,20738,13172,7566,977.90,987.38,1.74,2020
SMGR,,,,78006,42353,35653,3488.65,6010.83,1.19,2020
SRTG,,,,35049,3652,31397,8693.23,11572.80,0.12,2020
TBLA,,,,19431,13542,5889,901.33,1102.35,2.30,2020
TINS,,,,14518,9578,4940,-269.76,663.31,1.94,2020
TPIA,,,,50690,25140,25550,406.77,1432.71,0.98,2020
TURI,,,,5765,1894,3871,119.77,693.65,0.49,2020
UCID,,,,7644,3150,4495,468.06,1081.33,0.70,2020
UNTR,,,,99801,36654,63147,7011.19,16928.91,0.58,2020
UNVR,,,,20535,15597,4937,9206.87,129.42,3.16,2020
VRNA,,,,2680,2048,632,-1.57,111.11,3.24,2020
WEGE,,,,6082,3887,2195,156.25,229.30,1.77,2020
WOMF,,,,5284,4070,1213,87.27,348.51,3.35,2020
WTON,,,,8509,5118,3391,130.50,389.03,1.51,2020
YELO,,,,49,7,42,-43.04,110.37,0.16,2020
AMOR,,,,348,73,275,49.69,247.56,0.26,2020
CANI,,,,382,719,-337,-21.35,-404.54,-2.13,2020
CNTX,,,,527,619,-92,-57.36,-1309.34,-6.75,2020
IKBI,,,,1354,415,940,-26.53,767.74,0.44,2020
RIGS,,,,655,46,609,-19.57,999.26,0.08,2020
AMIN,,,,383,208,175,-34.83,162.16,1.19,2020
ABBA,,,,317,375,-59,-29.51,-21.33,-6.39,2020
ABDA,,,,2517,1222,1295,89.15,2086.37,0.94,2020
ABMM,,,,13033,9618,3415,-35.62,1240.26,2.82,2020
ACES,,,,6948,2091,4857,634.85,283.20,0.43,2020
ADES,,,,890,248,642,91.85,1088.87,0.39,2020
ADHI,,,,37552,31965,5587,203.78,1568.91,5.72,2020
ADMG,,,,3175,477,2698,-310.11,693.73,0.18,2020
AGAR,,,,183,72,111,3.16,111.22,0.65,2020
AGII,,,,7118,3796,3322,38.39,1083.36,1.14,2020
AGRO,,,,27935,23717,4218,39.15,197.62,5.62,2020
AGRS,,,,8257,6161,2096,-97.53,186.05,2.94,2020
AHAP,,,,578,419,159,7.69,54.10,2.63,2020
AISA,,,,2124,3505,-1382,-85.08,-148.40,-2.54,2020
AKKU,,,,935,359,576,-11.78,89.25,0.62,2020
AKPI,,,,2722,1382,1340,13.96,1970.32,1.03,2020
AKRA,,,,18357,8050,10307,856.57,2567.43,0.78,2020
AKSI,,,,224,132,91,-22.65,127.01,1.45,2020
ALDO,,,,936,359,577,58.25,524.48,0.62,2020
ALKA,,,,575,455,120,5.15,235.88,3.80,2020
ALMI,,,,1500,1683,-182,-162.84,-296.13,-9.22,2020
ALTO,,,,1101,728,372,-6.65,169.92,1.96,2020
AMAG,,,,4967,3073,1894,88.02,378.68,1.62,2020
AMAN,,,,801,225,577,1.22,148.86,0.39,2020
AMAR,,,,3245,2175,1070,25.57,134.48,2.03,2020
AMFG,,,,8212,5428,2785,-602.58,6415.91,1.95,2020
AMRT,,,,25348,18351,6997,800.71,168.50,2.62,2020
ANDI,,,,523,239,284,25.05,30.37,0.84,2020
ANJT,,,,9127,3430,5697,158.49,1698.61,0.60,2020
APEX,,,,7243,6615,628,-232.91,236.03,10.54,2020
APIC,,,,5327,3384,1942,111.15,165.08,1.74,2020
APII,,,,520,197,323,28.48,300.48,0.61,2020
APLI,,,,389,179,210,-0.28,153.79,0.86,2020
APLN,,,,30572,19541,11031,-76.58,485.96,1.77,2020
ARGO,,,,1231,2571,-1340,-47.36,-3992.63,-1.92,2020
ARII,,,,5375,4863,512,-187.03,170.55,9.50,2020
ARKA,,,,450,350,100,-22.45,50.03,3.50,2020
ARTA,,,,396,51,345,-13.12,773.20,0.15,2020
ARTI,,,,920,1026,-105,-906.49,-13.45,-9.73,2020
ASBI,,,,846,555,291,0.64,836.44,1.90,2020
ASDM,,,,1184,857,327,10.79,1704.91,2.62,2020
ASJT,,,,379,167,211,0.34,351.98,0.79,2020
ASMI,,,,1037,585,450,-87.47,50.26,1.30,2020
ASPI,,,,104,30,74,-3.10,108.71,0.40,2020
ASRI,,,,21673,12233,9440,-921.80,480.45,1.30,2020
ASRM,,,,1753,1276,477,57.60,1567.68,2.67,2020
ASSA,,,,4812,3409,1404,23.77,413.13,2.43,2020
ATIC,,,,4378,3488,890,18.94,384.57,3.92,2020
BABP,,,,10840,9312,1528,3.59,60.35,6.10,2020
BACA,,,,19219,17599,1621,77.52,228.96,10.86,2020
BAJA,,,,787,712,75,-0.62,41.89,9.44,2020
BAPA,,,,144,11,133,-2.61,200.53,0.08,2020
BAPI,,,,637,209,428,-3.46,76.48,0.49,2020
BATA,,,,832,314,518,-166.15,398.52,0.61,2020
BAYU,,,,721,311,410,-13.20,1159.64,0.76,2020
BBHI,,,,2129,1781,348,49.48,83.20,5.12,2020
BBKP,,,,80322,69964,10358,-1358.66,315.43,6.75,2020
BBLD,,,,4282,3084,1198,19.80,728.07,2.57,2020
BBMD,,,,13476,10063,3413,274.99,834.57,2.95,2020
BBRM,,,,767,624,144,-126.72,26.74,4.35,2020
BBSI,,,,1185,477,708,29.73,236.45,0.67,2020
BBSS,,,,256,5,252,0.01,52.47,0.02,2020
BCAP,,,,17486,12395,5091,2.48,119.44,2.43,2020
BCIC,,,,16176,14657,1519,-419.78,151.70,9.65,2020
BCIP,,,,874,423,451,22.11,315.66,0.94,2020
BEEF,,,,836,530,306,-125.86,162.27,1.73,2020
BEKS,,,,6243,5831,412,-141.85,9.40,14.15,2020
BELL,,,,577,304,273,1.75,37.66,1.11,2020
BESS,,,,582,290,292,23.46,85.60,1.00,2020
BEST,,,,6406,2045,4361,-103.79,452.07,0.47,2020
BGTG,,,,4758,3611,1146,16.42,102.59,3.15,2020
BHAT,,,,634,112,522,1.19,104.36,0.21,2020
BHIT,,,,57099,27194,29905,1027.41,405.40,0.91,2020
BIKA,,,,2297,1804,493,-121.38,832.02,3.66,2020
BIMA,,,,232,196,36,-35.57,58.96,5.48,2020
BINA,,,,5444,4293,1151,12.88,203.62,3.73,2020
BIPI,,,,19249,13506,5743,459.34,128.50,2.35,2020
BIPP,,,,2143,947,1196,94.63,237.85,0.79,2020
BIRD,,,,7450,2200,5250,-204.46,2098.30,0.42,2020
BISI,,,,2806,447,2358,196.48,786.13,0.19,2020
BJTM,,,,82081,71151,9644,1429.24,642.29,7.38,2020
BKDP,,,,811,321,491,-18.84,65.28,0.65,2020
BKSL,,,,18719,8214,10505,-328.47,156.60,0.78,2020
BKSW,,,,20972,17543,3428,-600.40,167.76,5.12,2020
BLTA,,,,1017,546,471,16.60,18.15,1.16,2020
BLTZ,,,,2636,1695,941,-311.78,1076.49,1.80,2020
BLUE,,,,89,7,82,7.59,197.28,0.08,2020
BMAS,,,,8684,7414,1269,55.18,285.61,5.84,2020
BMSR,,,,615,453,161,6.66,139.30,2.81,2020
BMTR,,,,31478,11599,19879,1668.79,1198.68,0.58,2020
BNBA,,,,8043,6545,1498,39.04,648.58,4.37,2020
