,Date,Adj Close
0,1990-04-01,638.7789916992188
1,1990-05-01,636.3811645507812
2,1990-06-01,624.3014526367188
3,1990-07-01,614.3877563476562
4,1990-08-01,571.0030517578125
5,1990-09-01,468.4951171875
6,1990-10-01,416.4766540527344
7,1990-11-01,382.191650390625
8,1990-12-01,417.7756042480469
9,1991-01-01,383.00665283203125
10,1991-02-01,391.318359375
11,1991-03-01,408.0978698730469
12,1991-04-01,413.70074462890625
13,1991-05-01,397.5882263183594
14,1991-06-01,346.2557373046875
15,1991-07-01,339.9479064941406
16,1991-08-01,300.9710693359375
17,1991-09-01,249.17959594726562
18,1991-10-01,226.67727661132812
19,1991-11-01,241.3108367919922
20,1991-12-01,247.3826446533203
21,1992-01-01,282.2326354980469
22,1992-02-01,280.98663330078125
23,1992-03-01,278.6797180175781
24,1992-04-01,277.2657470703125
25,1992-05-01,299.21112060546875
26,1992-06-01,313.5506896972656
27,1992-07-01,317.18060302734375
28,1992-08-01,301.27105712890625
29,1992-09-01,298.38116455078125
30,1992-10-01,307.57086181640625
31,1992-11-01,285.5915222167969
32,1992-12-01,274.33184814453125
33,1993-01-01,280.1416931152344
34,1993-02-01,300.37109375
35,1993-03-01,310.75079345703125
36,1993-04-01,314.0906677246094
37,1993-05-01,341.83984375
38,1993-06-01,360.3393249511719
39,1993-07-01,356.70941162109375
40,1993-08-01,417.28759765625
41,1993-09-01,419.947509765625
42,1993-10-01,466.13616943359375
43,1993-11-01,518.7646484375
44,1993-12-01,588.7525634765625
45,1994-01-01,592.00244140625
46,1994-02-01,546.2138061523438
47,1994-03-01,492.3553771972656
48,1994-04-01,462.3862609863281
49,1994-05-01,501.7751159667969
50,1994-06-01,457.2864074707031
51,1994-07-01,451.06658935546875
52,1994-08-01,510.244873046875
53,1994-09-01,497.9552307128906
54,1994-10-01,523.4744873046875
55,1994-11-01,482.6156921386719
56,1994-12-01,469.6260681152344
57,1995-01-01,433.8171081542969
58,1995-02-01,453.5665283203125
59,1995-03-01,428.6272888183594
60,1995-04-01,416.4376525878906
61,1995-05-01,475.2658996582031
62,1995-06-01,492.265380859375
63,1995-07-01,512.0447998046875
64,1995-08-01,500.7351379394531
65,1995-09-01,493.225341796875
66,1995-10-01,488.4355163574219
67,1995-11-01,481.7157287597656
68,1995-12-01,513.834716796875
69,1996-01-01,578.5428466796875
70,1996-02-01,585.1915893554688
71,1996-03-01,585.6876220703125
72,1996-04-01,623.8904418945312
73,1996-05-01,617.4476928710938
74,1996-06-01,594.2413330078125
75,1996-07-01,536.0130615234375
76,1996-08-01,547.5936889648438
77,1996-09-01,573.9219970703125
78,1996-10-01,568.0121459960938
79,1996-11-01,612.9947509765625
80,1996-12-01,637.4130859375
81,1997-01-01,691.0955200195312
82,1997-02-01,705.3530883789062
83,1997-03-01,662.2163696289062
84,1997-04-01,652.0296630859375
85,1997-05-01,696.0073852539062
86,1997-06-01,724.5345458984375
87,1997-07-01,721.2485961914062
88,1997-08-01,493.9473571777344
89,1997-09-01,546.6718139648438
90,1997-10-01,500.40313720703125
91,1997-11-01,401.6960754394531
92,1997-12-01,401.7000732421875
93,1998-01-01,485.9235534667969
94,1998-02-01,482.3636779785156
95,1998-03-01,541.408935546875
96,1998-04-01,460.121337890625
97,1998-05-01,420.4525146484375
98,1998-06-01,445.9067687988281
99,1998-07-01,481.7027282714844
100,1998-08-01,342.42584228515625
101,1998-09-01,276.14178466796875
102,1998-10-01,300.7610778808594
103,1998-11-01,386.2595520019531
104,1998-12-01,398.02618408203125
105,1999-01-01,411.9197998046875
106,1999-02-01,396.07720947265625
107,1999-03-01,393.6133117675781
108,1999-04-01,495.207275390625
109,1999-05-01,585.224609375
110,1999-06-01,662.00537109375
111,1999-07-01,597.8563232421875
112,1999-08-01,567.0091552734375
113,1999-09-01,547.9207153320312
114,1999-10-01,593.8514404296875
115,1999-11-01,583.7826538085938
116,1999-12-01,676.89892578125
117,2000-01-01,636.3531494140625
118,2000-02-01,576.5248413085938
119,2000-03-01,583.2587280273438
120,2000-04-01,526.7213745117188
121,2000-05-01,454.31353759765625
122,2000-06-01,515.0946655273438
123,2000-07-01,492.1783752441406
124,2000-08-01,466.36614990234375
125,2000-09-01,421.3235168457031
126,2000-10-01,405.3349304199219
127,2000-11-01,429.20123291015625
128,2000-12-01,416.30865478515625
129,2001-01-01,425.60137939453125
130,2001-02-01,428.2903137207031
131,2001-03-01,381.0386962890625
132,2001-04-01,358.2213439941406
133,2001-05-01,405.8509521484375
134,2001-06-01,437.6070251464844
135,2001-07-01,444.06781005859375
136,2001-08-01,435.5390930175781
137,2001-09-01,392.46435546875
138,2001-10-01,383.7236022949219
139,2001-11-01,380.2967224121094
140,2001-12-01,392.0243835449219
141,2002-01-01,451.6225891113281
142,2002-02-01,453.2325439453125
143,2002-03-01,481.7607116699219
144,2002-04-01,534.046142578125
145,2002-05-01,530.7742309570312
146,2002-06-01,504.9940185546875
147,2002-07-01,463.6552429199219
148,2002-08-01,443.66082763671875
149,2002-09-01,419.2945556640625
150,2002-10-01,369.0330505371094
151,2002-11-01,390.41339111328125
152,2002-12-01,424.9324035644531
153,2003-01-01,388.4314880371094
154,2003-02-01,399.2081604003906
155,2003-03-01,397.9921875
156,2003-04-01,450.84759521484375
157,2003-05-01,494.76129150390625
158,2003-06-01,505.4840087890625
159,2003-07-01,507.96990966796875
160,2003-08-01,529.6592407226562
161,2003-09-01,597.63427734375
162,2003-10-01,625.5274658203125
163,2003-11-01,617.065673828125
164,2003-12-01,691.87451171875
165,2004-01-01,752.90966796875
166,2004-02-01,761.0584106445312
167,2004-03-01,735.6551513671875
168,2004-04-01,783.3897705078125
169,2004-05-01,732.4942626953125
170,2004-06-01,732.3792724609375
171,2004-07-01,756.9605102539062
172,2004-08-01,754.6815795898438
173,2004-09-01,820.109619140625
174,2004-10-01,860.4614868164062
175,2004-11-01,977.738037109375
176,2004-12-01,1000.2032470703125
177,2005-01-01,1045.404052734375
178,2005-02-01,1073.796142578125
179,2005-03-01,1080.1329345703125
180,2005-04-01,1029.5823974609375
181,2005-05-01,1088.1365966796875
182,2005-06-01,1122.3427734375
183,2005-07-01,1182.265869140625
184,2005-08-01,1050.0587158203125
185,2005-09-01,1079.242919921875
186,2005-10-01,1066.1923828125
187,2005-11-01,1096.6083984375
188,2005-12-01,1162.6004638671875
189,2006-01-01,1232.2845458984375
190,2006-02-01,1230.62744140625
191,2006-03-01,1322.9346923828125
192,2006-04-01,1464.362548828125
193,2006-05-01,1329.9564208984375
194,2006-06-01,1310.22412109375
195,2006-07-01,1351.60888671875
196,2006-08-01,1431.219482421875
197,2006-09-01,1534.5694580078125
198,2006-10-01,1582.5791015625
199,2006-11-01,1718.9100341796875
200,2006-12-01,1805.4693603515625
201,2007-01-01,1757.2059326171875
202,2007-02-01,1740.9193115234375
203,2007-03-01,1830.86962890625
204,2007-04-01,1999.107666015625
205,2007-05-01,2084.26220703125
206,2007-06-01,2139.214599609375
207,2007-07-01,2348.603271484375
208,2007-08-01,2194.27392578125
209,2007-09-01,2359.135986328125
210,2007-10-01,2643.408447265625
211,2007-11-01,2688.252197265625
212,2007-12-01,2745.744384765625
213,2008-01-01,2627.1728515625
214,2008-02-01,2721.86328125
215,2008-03-01,2447.2265625
216,2008-04-01,2304.447509765625
217,2008-05-01,2444.276611328125
218,2008-06-01,2349.03515625
219,2008-07-01,2304.439453125
220,2008-08-01,2165.87890625
221,2008-09-01,1832.4525146484375
222,2008-10-01,1256.6666259765625
223,2008-11-01,1241.504150390625
224,2008-12-01,1355.3677978515625
225,2009-01-01,1332.62744140625
226,2009-02-01,1285.437744140625
227,2009-03-01,1434.0313720703125
228,2009-04-01,1722.71484375
229,2009-05-01,1916.774169921875
230,2009-06-01,2026.7198486328125
231,2009-07-01,2323.1669921875
232,2009-08-01,2341.467529296875
233,2009-09-01,2467.517822265625
234,2009-10-01,2367.630615234375
235,2009-11-01,2415.76513671875
236,2009-12-01,2534.28076171875
237,2010-01-01,2610.718505859375
238,2010-02-01,2548.957275390625
239,2010-03-01,2777.218505859375
240,2010-04-01,2971.163818359375
241,2010-05-01,2796.8740234375
242,2010-06-01,2913.59765625
243,2010-07-01,3069.18896484375
244,2010-08-01,3081.79248046875
245,2010-09-01,3501.192138671875
246,2010-10-01,3635.216064453125
247,2010-11-01,3531.106201171875
248,2010-12-01,3703.402099609375
249,2011-01-01,3409.06591796875
250,2011-02-01,3470.244873046875
251,2011-03-01,3678.56494140625
252,2011-04-01,3819.504638671875
253,2011-05-01,3836.853271484375
254,2011-06-01,3888.45361328125
255,2011-07-01,4130.67724609375
256,2011-08-01,3841.616943359375
257,2011-09-01,3548.926513671875
258,2011-10-01,3790.734375
259,2011-11-01,3714.9697265625
260,2011-12-01,3821.878662109375
261,2012-01-01,3941.576171875
262,2012-02-01,3985.091796875
263,2012-03-01,4121.42822265625
264,2012-04-01,4180.60791015625
265,2012-05-01,3832.710205078125
266,2012-06-01,3955.45947265625
267,2012-07-01,4142.2138671875
268,2012-08-01,4060.21044921875
269,2012-09-01,4262.4345703125
270,2012-10-01,4350.16162109375
271,2012-11-01,4276.01416015625
272,2012-12-01,4316.55859375
273,2013-01-01,4453.57080078125
274,2013-02-01,4795.646484375
275,2013-03-01,4940.83935546875
276,2013-04-01,5033.92138671875
277,2013-05-01,5068.4775390625
278,2013-06-01,4818.751953125
279,2013-07-01,4610.23974609375
280,2013-08-01,4194.96435546875
281,2013-09-01,4316.04736328125
282,2013-10-01,4510.4970703125
283,2013-11-01,4256.31005859375
284,2013-12-01,4274.0498046875
285,2014-01-01,4418.62548828125
286,2014-02-01,4620.07861328125
287,2014-03-01,4768.13525390625
288,2014-04-01,4840.00244140625
289,2014-05-01,4893.76318359375
290,2014-06-01,4878.43701171875
291,2014-07-01,5088.65087890625
292,2014-08-01,5136.7099609375
293,2014-09-01,5137.42626953125
294,2014-10-01,5089.39599609375
295,2014-11-01,5149.7353515625
296,2014-12-01,5226.79150390625
297,2015-01-01,5289.24658203125
298,2015-02-01,5450.13232421875
299,2015-03-01,5518.5107421875
300,2015-04-01,5086.27392578125
301,2015-05-01,5216.22412109375
302,2015-06-01,4910.51220703125
303,2015-07-01,4802.38623046875
304,2015-08-01,4509.47314453125
305,2015-09-01,4223.783203125
306,2015-10-01,4455.0478515625
307,2015-11-01,4446.326171875
308,2015-12-01,4592.87158203125
309,2016-01-01,4615.02587890625
310,2016-02-01,4770.814453125
311,2016-03-01,4845.22705078125
312,2016-04-01,4838.439453125
313,2016-05-01,4796.7265625
314,2016-06-01,5016.49853515625
315,2016-07-01,5215.83935546875
316,2016-08-01,5385.92236328125
317,2016-09-01,5364.64501953125
318,2016-10-01,5422.38134765625
319,2016-11-01,5148.91015625
320,2016-12-01,5296.7109375
321,2017-01-01,5294.10302734375
322,2017-02-01,5386.69189453125
323,2017-03-01,5568.10595703125
324,2017-04-01,5685.2978515625
325,2017-05-01,5738.15478515625
326,2017-06-01,5829.7080078125
327,2017-07-01,5840.93896484375
328,2017-08-01,5864.05908203125
329,2017-09-01,5900.85400390625
330,2017-10-01,6005.7841796875
331,2017-11-01,5952.13818359375
332,2017-12-01,6355.65380859375
333,2018-01-01,6605.630859375
334,2018-02-01,6597.2177734375
335,2018-03-01,6188.98681640625
336,2018-04-01,5994.59521484375
337,2018-05-01,5983.5869140625
338,2018-06-01,5799.23681640625
339,2018-07-01,5936.44287109375
340,2018-08-01,6018.4599609375
341,2018-09-01,5976.55322265625
342,2018-10-01,5831.64990234375
343,2018-11-01,6056.1240234375
344,2018-12-01,6194.498046875
345,2019-01-01,6532.96923828125
346,2019-02-01,6443.34814453125
