,Date,Adj Close
347,2019-03-01,6468.7548828125
348,2019-04-01,6455.35205078125
349,2019-05-01,6209.1171875
350,2019-06-01,6358.62890625
351,2019-07-01,6390.5048828125
352,2019-08-01,6328.47021484375
353,2019-09-01,6169.10205078125
354,2019-10-01,6228.31689453125
355,2019-11-01,6011.830078125
356,2019-12-01,6299.5390625
357,2020-01-01,5940.0478515625
358,2020-02-01,5452.7041015625
359,2020-03-01,4538.93017578125
360,2020-04-01,4716.40283203125
361,2020-05-01,4753.61181640625
362,2020-06-01,4905.39208984375
363,2020-07-01,5149.626953125
364,2020-08-01,5238.48681640625
365,2020-09-01,4870.0390625
366,2020-10-01,5128.22509765625
367,2020-11-01,5529.93994140625
368,2020-11-20,5574.798828125
