Kode,Saham Beredar
TLKM,99062216600
AKSI,720000000
APOL,16452282461
ASSA,3397500000
BBRM,5367076248
BIRD,2502100000
BLTA,25940187103
BPTR,1550000000
BULL,11365338377
CANI,833440000
CMPP,10685124441
DEAL,1124748008
GIAA,25886576254
HELI,819000000
HITS,7101084801
IATA,10697665114
IPCM,5284811100
JAYA,375000105
KJEN,500000000
LEAD,4049616328
LRNA,350000022
MBSS,1750026639
MIRA,3961452039
NELY,2350000000
PORT,2813941985
PSSI,5417063153
PTIS,550165300
RIGS,609130000
SAFE,615145012
SAPX,833333300
SDMU,1135225000
SHIP,2719790000
SMDR,3275120000
SOCI,7059000000
TAMU,37500000000
TAXI,6145600000
TCPI,5000000000
TMAS,5705150000
TNCA,421640000
TPMA,2633300000
TRUK,435000000
WEHA,886411265
WINS,4243011640
BALI,3934592500
BUKK,2640452000
CENT,31183464900
GHON,550000000
GOLD,1277276000
IBST,1350904927
LCKM,1000000000
MTPS,2084769779
OASA,358600000
PPRE,10224271000
SUPR,1137579698
TBIG,22656999445
TOWR,51014625000
AGRO,21129857328
AGRS,7037266148
ARTO,1194187500
BABP,25099044726
BACA,6999771107
BBCA,24408459900
BBHI,4142587477
BBKP,11535389661
BBMD,4049189100
BBNI,18462169893
BBRI,1.22E+11
BBTN,10484100000
BBYB,6100164280
BCIC,9912003256
BDMN,9675817341
BEKS,63468336053
BGTG,11063309400
BINA,5597831250
BJBR,9740399289
BJTM,14852553796
BKSW,20232319124
BMAS,4399026922
BMRI,46199999998
BNBA,2286900000
BNGA,24880290775
BNII,75357433911
BNLI,27762311813
BRIS,9618952363
BSIM,16783894926
BSWD,1374912000
BTPN,8065876461
BTPS,7626663000
BVIC,8862427568
DNAR,6255641224
INPC,15638233267
MAYA,6764086593
MCOR,16465148150
MEGA,6894138227
NISP,22715776032
NOBU,4393533177
PNBN,23837645998
PNBS,23719447472
SDRA,6515116991
ADMF,1000000000
BBLD,1645796054
BFIN,15967115620
BPFI,1782663575
CFIN,3984520457
DEFI,676000000
FINN,1860225000
FUJI,1105000000
HDFA,6096972783
IBFN,1517321249
IMJS,5769550000
MFIN,2650000000
POLA,2727779300
TIFA,1079700000
TRUS,800000000
VRNA,5687353997
WOMF,3481481480
PADI,11307246524
PANS,720000000
RELI,1800000000
TRIM,7109300000
YULE,1785000000
ABDA,620806680
AHAP,2940000000
AMAG,5001552516
ASBI,348386472
ASDM,192000000
ASJT,600000000
ASMI,8958380460
ASRM,234064634
JMAS,1000000000
LIFE,2100000000
LPGI,150000000
MREI,517791681
MTWI,1525819116
PNIN,4068323920
TUGU,1777777800
VINS,1456453131
APIC,11766313488
BCAP,38906368927
BPII,562224662
CASA,54476232142
GSMF,7454723337
LPPS,2588250000
PNLF,32022073293
SMMA,6367664717
VICO,9150094680
AGAR,1000000000
AIMS,220000000
AKRA,4014694920
APII,1075760000
BLUE,418000000
BMSR,1159200024
BOGA,3803526210
CARS,15000000000
CLPI,306338500
CNKO,8956361206
DPUM,4175000000
DWGL,8706677231
EPMT,2708640000
FISH,480000000
GREN,4694111791
HADE,2120000000
HDIT,1524680000
HEXA,840000000
HKMU,3221750000
INPS,650000000
INTA,3339638262
INTD,591828000
IRRA,1600000000
KAYU,665000000
KOBX,2272500000
KONI,152000000
LTLS,1560000000
MDRN,7632167798
MICE,600000000
MPMX,4462963276
OKAS,1765927777
OPMS,1000000000
PMJS,13755600000
SDPC,1274000000
SPTO,2700000000
SQMI,15537591429
SUGI,24811541414
TFAS,1666666500
TGKA,918492750
TIRA,588000000
TRIL,1200000000
TURI,5580000000
UNTR,3730135136
WAPO,1240923111
WICO,1268950977
ZBRA,856133009
ACES,17150000000
AMRT,41524501700
CSAP,4458352920
DAYA,2420547025
DIVA,714285700
ECII,1334333000
ERAA,3190000000
GLOB,1111112000
HERO,4183634000
KIOS,717239900
KOIN,980843732
LPPF,2804883280
MAPA,2850400000
MAPI,16600000000
MCAS,867933300
MIDI,2882353000
MKNT,5000000000
MPPA,7529147920
NFCX,666667500
RALS,7096000000
RANC,1564487500
SKYB,585000000
SONA,331200000
TELE,7302194889
TRIO,26007494645
AKKU,6449463636
ARTA,446674175
BAYU,353220780
BUVA,6811269200
CLAY,2570000000
DFAM,1899582490
DUCK,1283330000
EAST,4126365990
FAST,1995138579
FITT,600000000
HOME,22212194782
HOTL,3550001452
HRME,5958750000
ICON,1089750000
IKAI,13305799387
INPP,11181971732
JGLE,22581909405
JIHD,2329040482
JSPT,2318736000
KPIG,80625726664
MAMI,12299116331
MAMIP,6000000
MAPB,2170922900
MINA,6562500000
NASA,11004929322
NATO,8000984700
NUSA,7700000110
PANR,1200000000
PDES,715000000
PGLI,488000000
PJAA,1599999996
PNSE,797813496
PSKT,10351231636
PTSP,220808000
PUDP,329560000
PZZA,3021875000
SHID,1119326168
SOTS,1000000005
ABBA,2755125000
BLTZ,873937142
DMMX,7692307700
EMTK,5642275242
FILM,9511217000
FORU,465224000
IPTV,35224848184
JTPE,1713012500
KBLV,1742167907
LINK,2863195484
LPLI,1170432803
MARI,5252644000
MDIA,39215538400
MNCN,14276103500
MSIN,5202000000
MSKY,1994370480
SCMA,14774672301
TMPO,1058333250
VIVA,16464270400
HEAL,2973000000
MIKA,14246349500
OCAP,273200000
PRDA,937500000
PRIM,3393432605
SAME,5900000000
SILO,1625765625
SRAJ,12000705445
ASGR,1348780500
ATIC,2315361355
DIGI,325000000
DNET,14184000000
ENVY,1800000000
GLVA,1500000000
LMAS,787851525
LUCK,715749640
MLPT,1875000000
MTDL,2455376917
ABMM,2753165000
BHIT,67767400934
BMTR,15334511286
BNBR,20863053480
KREN,18208470100
MLPL,14639632470
NICK,651150000
PEGE,2833417056
PLAS,1184200000
POOL,2341366164
SRTG,2712967000
BOLA,6000000000
DYAN,4272964279
GEMA,1600000000
INDX,437913588
ITMA,870701000
ITTG,1379000000
MFMI,757581000
SFAN,1062500100
SIMA,442589871
SOSS,655874505
YELO,380043597
