Kode,Saham Beredar
ADMG,3889179559
POLY,2376907937
RICY,641717510
RDTX,268800000
SSTM,1170909181
TFCO,2963550000
UNTX,8068500
BIMA,86000000
BATA,13000000
SIMM,1000000000
KBLI,4007235107
JECC,151200000
KBLM,1120000000
SCCO,205583400
IKBI,306000000
VOKS,831120519
PTSN,1771448000
ADES,589896800
AQUA,13162473
CEKA,297500000
DAVO,12403711320
DLTA,16013181
INDF,8780426500
MYOR,766584000
MLBI,21070000
PSDN,1440000000
SKLT,690740500
STTP,1310000000
AISA,1672000000
ULTJ,2888382000
BATI,66000000
GGRM,1924088000
HMSP,4383000000
RMBA,6733125000
SQBB,9268000
SQBI,972000
DVLA,560000000
INAF,3099267500
KLBF,10156014422
KAEF,5554000000
MERK,22400000
PYFA,535080000
SCPI,3600000
TSPC,4500000000
TCID,201066667
MRAT,428000000
UNVR,7630000000
KICI,138000000
KDSI,405000000
LMPI,1008517669
ASRI,17863101888
ELTY,19916859473
BAPA,650000020
BIPP,1638218259
BMSR,1159200000
BKDP,6024494970
BCIP,1200000000
BSDE,10935622870
CTRA,7582907997
CTRP,6150000000
CTRS,1978864834
CKRA,5056800000
COWL,754375900
SCBD,3322092000
DART,2861390962
DUTI,1850000000
FMII,1600000000
KPIG,3525889500
GMTD,101538000
OMRE,1745000000
DILD,3109756083
JRPT,2750000000
JIHD,1930039200
KIJA,13780872551
LCGP,1407500000
LAMI,1148418000
LPCK,696000000
LPKR,17302151695
MKPI,948194000
MDLN,3056845688
PTRA,5888867668
PWON,10033250500
PWSI,82500000
GPRA,3207489870
RBMS,326722500
RODA,13474800000
BKSL,10017008598
SMRA,6436800638
SIIP,4206964252
SMDM,4006783831
ADHI,1801320000
DGIK,5541165000
JKON,2935533575
PTPP,
SSIA,1176312360
TOTL,2750000000
WIKA,5846367500
LAPD,3965999000
PGAS,24241508196
CMNP,2000000000
JSMR,6800000000
META,10128571429
BTEL,28482417579
EXCL,8508000000
ISAT,5433933500
INVS,920000000
FREN,33033656327
TLKM,20159999280
APOL,2998604000
BLTA,5981591235
CMPP,54000000
HITS,4661183654
IATA,2322723417
MIRA,3961403058
WEHA,428270000
TMAS,1141030000
RIGS,609130000
RAJA,679513750
SMDR,163756000
SAFE,391799407
TRAM,8735097875
ZBRA,655666202
INDY,5207142000
RINA,810000000
TOWR,
TRUB,15799456267
AGRO,3384023274
INPC,8489325464
BBKP,5665856493
BNBA,2286900000
BABP,4950000000
BACA,4467175062
BBCA,24408459120
BCIC,28066675536
BNGA,23695515023
BDMN,8306479360
BAEK,2643300000
BEKS,805445000
SDRA,1485000000
BNII,49526710231
BKSW,620258512
BMRI,20760116805
MAYA,2550762000
MEGA,3149412279
BBNI,15121201105
NISP,5756428601
BBNP,313384500
PNBN,23837645998
BNLI,7665694664
BBRI,12212019450
BSWD,859320000
BBTN,8623285575
BTPN,934496828
BVIC,3811715222
MCOR,2714822718
ADMF,1000000000
BPFI,1000000000
BFIN,760339281
BBLD,1436122312
DKFT,109304000
CFIN,2603300144
DEFI,67600000
INCF,48000000
MFIN,1325000000
TRUS,400000000
VRNA,1002000020
WOMF,2000000000
AKSI,720000000
HADE,2120000000
OCAP,273200000
KREN,584000000
PEGE,613097050
PANS,720000000
RELI,900000000
TRIM,3655000000
YULE,255000000
ABDA,275914080
ASBI,174193236
ASDM,192000000
AHAP,500000000
ASJT,300000000
AMAG,1218742000
ASRM,79799943
LPGI,150000000
MREI,388344526
PNIN,4068323920
PNLF,24042096693
ARTA,446674175
BCAP,1250175000
MTFN,728744426
GSMF,5226336198
LPPS,2218500000
LPPF,2917918080
APIC,140023750
SMMA,6180125338
TMPI,5501249976
AIMS,110000000
AKRA,3138292500
OKAS,1243611111
ASIA,2275009490
CLPI,306338500
KARK,1680390250
DSSA,770552320
EPMT,2280000000
FISH,480000000
HEXA,840000000
INTD,30177600
INTA,432005844
LTLS,780000000
SDPC,728000000
MDRN,639817902
MICE,600000000
KONI,76000000
SUGI,404537500
TGKA,918492750
TIRA,58800000
TRIL,1200000000
TURI,1395000000
UNTR,3326877283
WAPO,520000000
WICO,1268950977
ACES,1715000000
ALFA,468000000
CSAP,2895037800
HERO,329420000
KOIN,850000020
MPPA,4721073575
MTSM,58212000
MAPI,1660000000
RALS,7064000000
RIMO,340000000
SONA,331200000
AMRT,3431777000
TRIO,4450000000
TKGA,52000000
ANTA,570000000
BAYU,353220780
PDES,715000000
SMMT,80000000
FAST,446250000
GMCW,58839958
HOME,1213361388
SHID,1119326168
INPP,1594000000
ICON,250000000
JSPT,2318736000
MAMI,1749939403
MAMIP,6000000
PANR,1200000000
PSAB,30000000
PGLI,488000000
PJAA,1599999996
PTSP,220808000
PLIN,3550000000
PNSE,129725771
PUDP,280000000
PSKT,82000000
ABBA,1422000000
EMTK,
KBLV,829474000
FORU,465224000
IDKM,2025613819
JTPE,353936000
MNCN,13750000000
LPLI,1170432803
SCMA,1910978380
TMPO,725000000
ASGR,1348780500
CENT,575112500
DNET,184000000
INDX,269863000
ITTG,394000000
LMAS,787851525
MTDL,2041925923
MYOH,1681000000
ALKA,101533011
BNBR,93721717440
BHIT,7236933545
BMTR,13762899550
MLPL,6785159560
POOL,100000000
PLAS,1184200000
GEMA,320000000
